data,game
2025-04-04 20:00:00,Carolina Hurricanes x Detroit Red Wings
2025-04-04 20:00:00,Chicago Blackhawks x Washington Capitals
2025-04-04 20:30:00,Minnesota Wild x New York Rangers
2025-04-05 13:30:00,New Jersey Devils x New York Rangers
2025-04-05 15:00:00,Florida Panthers x Ottawa Senators
2025-04-05 16:00:00,Dallas Stars x Pittsburgh Penguins
2025-04-05 17:00:00,Anaheim Ducks x Vancouver Canucks
2025-04-05 17:00:00,Edmonton Oilers x Los Angeles Kings
2025-04-05 20:00:00,Boston Bruins x Carolina Hurricanes
2025-04-05 20:00:00,Buffalo Sabres x Tampa Bay Lightning
2025-04-05 20:00:00,Columbus Blue Jackets x Toronto Maple Leafs
2025-04-05 20:00:00,Montreal Canadiens x Philadelphia Flyers
2025-04-05 20:00:00,Colorado Avalanche x St. Louis Blues
2025-04-05 20:00:00,Utah HC x Winnipeg Jets
2025-04-05 23:00:00,Calgary Flames x Vegas Golden Knights
2025-04-05 23:00:00,San Jose Sharks x Seattle Kraken
2025-04-06 13:30:00,New York Rangers x Washington Capitals
2025-04-06 16:00:00,Dallas Stars x Minnesota Wild
2025-04-06 18:00:00,Columbus Blue Jackets x Ottawa Senators
2025-04-06 18:30:00,Detroit Red Wings x Florida Panthers
2025-04-06 19:00:00,Boston Bruins x Buffalo Sabres
2025-04-06 19:00:00,Chicago Blackhawks x Pittsburgh Penguins
2025-04-06 20:00:00,Montreal Canadiens x Nashville Predators
2025-04-06 23:00:00,Vancouver Canucks x Vegas Golden Knights
2025-04-07 20:00:00,New York Rangers x Tampa Bay Lightning
2025-04-07 20:30:00,St. Louis Blues x Winnipeg Jets
2025-04-07 23:30:00,Anaheim Ducks x Edmonton Oilers
2025-04-07 23:30:00,Los Angeles Kings x Seattle Kraken
2025-04-07 23:30:00,Calgary Flames x San Jose Sharks
2025-04-08 20:00:00,Buffalo Sabres x Carolina Hurricanes
2025-04-08 20:00:00,Detroit Red Wings x Montreal Canadiens
2025-04-08 20:00:00,Florida Panthers x Toronto Maple Leafs
2025-04-08 20:00:00,Boston Bruins x New Jersey Devils
2025-04-08 20:00:00,Columbus Blue Jackets x Ottawa Senators
2025-04-08 20:00:00,Chicago Blackhawks x Pittsburgh Penguins
2025-04-08 21:00:00,Nashville Predators x New York Rangers
2025-04-08 21:00:00,Dallas Stars x Vancouver Canucks
2025-04-08 22:00:00,Seattle Kraken x Utah HC
2025-04-08 22:30:00,Colorado Avalanche x Vegas Golden Knights
2025-04-09 20:00:00,Tampa Bay Lightning x Toronto Maple Leafs
2025-04-09 20:30:00,New York Rangers x Philadelphia Flyers
2025-04-09 21:00:00,Minnesota Wild x San Jose Sharks
2025-04-09 23:00:00,Edmonton Oilers x St. Louis Blues
2025-04-09 23:00:00,Anaheim Ducks x Calgary Flames
2025-04-10 20:00:00,Boston Bruins x Chicago Blackhawks
2025-04-10 20:00:00,Detroit Red Wings x Florida Panthers
2025-04-10 20:00:00,Buffalo Sabres x Columbus Blue Jackets
2025-04-10 20:30:00,Carolina Hurricanes x Washington Capitals
2025-04-10 20:30:00,New York Rangers x New York Rangers
2025-04-10 21:00:00,Dallas Stars x Winnipeg Jets
2025-04-10 22:00:00,Colorado Avalanche x Vancouver Canucks
2025-04-10 22:00:00,Nashville Predators x Utah HC
2025-04-10 23:00:00,Seattle Kraken x Vegas Golden Knights
2025-04-10 23:00:00,Anaheim Ducks x Los Angeles Kings
2025-04-11 20:00:00,Montreal Canadiens x Ottawa Senators
2025-04-11 20:00:00,Detroit Red Wings x Tampa Bay Lightning
2025-04-11 20:00:00,New Jersey Devils x Pittsburgh Penguins
2025-04-11 22:30:00,Edmonton Oilers x San Jose Sharks
2025-04-11 23:00:00,Calgary Flames x Minnesota Wild
2025-04-12 13:30:00,New York Rangers x Philadelphia Flyers
2025-04-12 16:00:00,Carolina Hurricanes x New York Rangers
2025-04-12 17:00:00,Colorado Avalanche x Los Angeles Kings
2025-04-12 19:00:00,Buffalo Sabres x Florida Panthers
2025-04-12 20:00:00,Montreal Canadiens x Toronto Maple Leafs
2025-04-12 20:00:00,Columbus Blue Jackets x Washington Capitals
2025-04-12 20:00:00,Chicago Blackhawks x Winnipeg Jets
2025-04-12 21:00:00,Dallas Stars x Utah HC
2025-04-12 23:00:00,Minnesota Wild x Vancouver Canucks
2025-04-12 23:00:00,Nashville Predators x Vegas Golden Knights
2025-04-12 23:00:00,Seattle Kraken x St. Louis Blues
2025-04-13 14:00:00,Ottawa Senators x Philadelphia Flyers
2025-04-13 14:00:00,New Jersey Devils x New York Rangers
2025-04-13 16:30:00,Boston Bruins x Pittsburgh Penguins
2025-04-13 18:00:00,Carolina Hurricanes x Toronto Maple Leafs
2025-04-13 19:00:00,Buffalo Sabres x Tampa Bay Lightning
2025-04-13 19:00:00,Columbus Blue Jackets x Washington Capitals
2025-04-13 20:00:00,Edmonton Oilers x Winnipeg Jets
2025-04-13 21:00:00,Calgary Flames x San Jose Sharks
2025-04-13 23:00:00,Anaheim Ducks x Colorado Avalanche
2025-04-14 20:00:00,Chicago Blackhawks x Montreal Canadiens
2025-04-14 20:00:00,Dallas Stars x Detroit Red Wings
2025-04-14 20:00:00,Florida Panthers x New York Rangers
2025-04-14 21:00:00,Nashville Predators x Utah HC
2025-04-14 23:00:00,Edmonton Oilers x Los Angeles Kings
2025-04-14 23:00:00,San Jose Sharks x Vancouver Canucks
2025-04-15 20:00:00,Boston Bruins x New Jersey Devils
2025-04-15 20:00:00,Buffalo Sabres x Toronto Maple Leafs
2025-04-15 20:00:00,Chicago Blackhawks x Ottawa Senators
2025-04-15 20:00:00,Florida Panthers x Tampa Bay Lightning
2025-04-15 20:00:00,Columbus Blue Jackets x Philadelphia Flyers
2025-04-15 21:00:00,New York Rangers x Washington Capitals
2025-04-15 21:00:00,St. Louis Blues x Utah HC
2025-04-15 21:00:00,Anaheim Ducks x Minnesota Wild
2025-04-15 22:00:00,Calgary Flames x Vegas Golden Knights
2025-04-15 23:30:00,Los Angeles Kings x Seattle Kraken
2025-04-16 20:00:00,Carolina Hurricanes x Montreal Canadiens
2025-04-16 20:00:00,Anaheim Ducks x Winnipeg Jets
2025-04-16 20:30:00,Detroit Red Wings x New Jersey Devils
2025-04-16 21:00:00,Dallas Stars x Nashville Predators
2025-04-16 23:00:00,Vancouver Canucks x Vegas Golden Knights
2025-04-16 23:30:00,Edmonton Oilers x San Jose Sharks
2025-04-17 20:00:00,Buffalo Sabres x Philadelphia Flyers
2025-04-17 20:00:00,Detroit Red Wings x Toronto Maple Leafs
2025-04-17 20:00:00,Carolina Hurricanes x Ottawa Senators
2025-04-17 20:00:00,New York Rangers x Tampa Bay Lightning
2025-04-17 20:00:00,Pittsburgh Penguins x Washington Capitals
2025-04-17 20:00:00,Columbus Blue Jackets x New York Rangers
